Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due,DTIR,LTIR,DTI Score,Credit Score,DPD Score,LTI Score,Employement Type Score,Weigthed Result,Result
LOAN000478,CUST00478,50,Self-employed,602043,Lagos,784,Emergency,1364115,6.53,6,242198.62,989467.15,374647.85,Delinquent,85,40%,227%,2,1,5,3,2,13,High Risk
LOAN000479,CUST00479,48,Salaried,1287395,Abuja,704,Education,126873,16.03,36,4089.19,108199.53,18673.47,Delinquent,65,0%,10%,1,1,5,1,1,9,Medium Risk
LOAN000480,CUST00480,43,Salaried,873128,Port Harcourt,703,Personal,1669305,16.79,18,108310.07,1537313.36,131991.64,Active,0,12%,191%,1,1,1,2,1,6,Low Risk
LOAN000481,CUST00481,46,Salaried,1439737,Abuja,809,Business,1741437,24.64,12,180877.26,1641856.11,99580.89,Delinquent,39,13%,121%,1,1,5,2,1,10,Medium Risk
LOAN000482,CUST00482,40,Unemployed,1237737,Lagos,735,Business,1432889,22.44,12,146202.44,1159144.66,273744.34,Delinquent,61,12%,116%,1,1,5,2,3,12,High Risk
LOAN000483,CUST00483,42,Salaried,1072659,Ibadan,822,Emergency,604397,12.39,6,113213.63,437026.95,167370.05,Active,20,11%,56%,1,1,1,1,1,5,Low Risk
LOAN000484,CUST00484,65,Salaried,147386,Port Harcourt,850,Business,1410054,11.48,36,43664.67,771415.6,638638.4,Active,20,30%,957%,1,1,1,3,1,7,Low Risk
LOAN000485,CUST00485,32,Self-employed,839912,Kano,478,Emergency,816082,16.75,6,158795.96,602229.85,213852.15,Active,30,19%,97%,1,3,1,1,2,8,Medium Risk
LOAN000486,CUST00486,50,Self-employed,790080,Abuja,568,Emergency,773585,14.74,24,36983.81,609918.65,163666.35,Delinquent,31,5%,98%,1,3,5,1,2,12,High Risk
LOAN000487,CUST00487,27,Salaried,397300,Abuja,571,Business,1129071,17.87,12,110903,1131547.13,0,Closed,0,28%,284%,1,3,1,3,1,0,Loan Closed
LOAN000488,CUST00488,64,Self-employed,809636,Lagos,423,Emergency,1763278,7.37,12,157769.3,1086434.87,676843.13,Active,20,19%,218%,1,3,1,3,2,10,Medium Risk
LOAN000489,CUST00489,26,Salaried,1466058,Kano,359,Business,491878,16.82,24,23942.16,302164.64,189713.36,Active,0,2%,34%,1,3,1,1,1,7,Low Risk
LOAN000490,CUST00490,29,Self-employed,332536,Kano,741,Emergency,132189,22.82,12,13529.54,36329.39,95859.61,Active,20,4%,40%,1,1,1,1,2,6,Low Risk
LOAN000491,CUST00491,46,Unemployed,1306943,Kano,701,Emergency,1387191,5.37,18,81204.62,1367409.72,19781.28,Defaulted,117,6%,106%,1,1,11,2,3,18,High Risk
LOAN000492,CUST00492,29,Salaried,1060131,Kano,644,Education,1791398,13.22,12,169018.4,823876.76,967521.24,Delinquent,83,16%,169%,1,2,5,2,1,11,Medium Risk
LOAN000493,CUST00493,42,Self-employed,401737,Ibadan,510,Business,768633,23.45,36,26357.71,575644.04,192988.96,Active,10,7%,191%,1,3,1,2,2,9,Medium Risk
LOAN000494,CUST00494,61,Salaried,277688,Ibadan,755,Business,1146205,22.19,36,38904.11,1375446,0,Closed,0,14%,413%,1,1,1,3,1,0,Loan Closed
LOAN000495,CUST00495,23,Salaried,1319848,Ibadan,653,Business,1047970,23.03,36,35814.37,716508.35,331461.65,Active,0,3%,79%,1,2,1,1,1,6,Low Risk
LOAN000496,CUST00496,20,Salaried,1315578,Kano,404,Emergency,52517,22.94,24,2690.18,42670.84,9846.16,Active,20,0%,4%,1,3,1,1,1,7,Low Risk
LOAN000497,CUST00497,45,Unemployed,531267,Abuja,568,Education,1061086,20.79,24,53403.57,717131.56,343954.44,Active,0,10%,200%,1,3,1,2,3,10,Medium Risk
LOAN000498,CUST00498,34,Self-employed,1050637,Abuja,616,Personal,1958587,22.18,18,132944.53,880412.27,1078174.73,Active,30,13%,186%,1,2,1,2,2,8,Medium Risk
LOAN000499,CUST00499,59,Salaried,64919,Abuja,726,Education,297104,15.4,24,14285.75,356524.8,0,Closed,0,22%,458%,1,1,1,3,1,0,Loan Closed
LOAN000500,CUST00500,54,Salaried,907410,Port Harcourt,718,Education,374594,13.52,36,11812.2,216757.43,157836.57,Active,30,1%,41%,1,1,1,1,1,5,Low Risk
LOAN000501,CUST00501,48,Salaried,1477333,Abuja,760,Education,477176,13.26,36,15012.49,558203.65,0,Closed,0,1%,32%,1,1,1,1,1,0,Loan Closed
LOAN000502,CUST00502,65,Salaried,1222504,Abuja,572,Personal,582210,24.77,36,20178.43,447072.72,135137.28,Active,30,2%,48%,1,3,1,1,1,7,Low Risk
LOAN000503,CUST00503,39,Salaried,531865,Kano,697,Personal,1516562,23.98,6,313372.26,1455091.18,61470.82,Active,30,59%,285%,3,2,1,3,1,10,Medium Risk
LOAN000504,CUST00504,27,Salaried,387092,Ibadan,726,Emergency,1383529,5.11,6,242371.22,1409204.48,0,Closed,0,63%,357%,3,1,1,3,1,0,Loan Closed
LOAN000505,CUST00505,20,Salaried,234844,Ibadan,585,Emergency,515085,12.42,36,16084.96,548496.41,0,Closed,0,7%,219%,1,3,1,3,1,0,Loan Closed
LOAN000506,CUST00506,21,Self-employed,1337579,Abuja,673,Emergency,650769,19.23,36,21553.11,745272.52,0,Closed,0,2%,49%,1,2,1,1,2,0,Loan Closed
LOAN000507,CUST00507,36,Salaried,970591,Abuja,567,Personal,1833769,18.14,36,60178.19,2200522.8,0,Closed,0,6%,189%,1,3,1,2,1,0,Loan Closed
LOAN000508,CUST00508,61,Salaried,1307273,Lagos,673,Education,1514755,9.63,12,138385.49,1817706,0,Closed,0,11%,116%,1,2,1,2,1,0,Loan Closed
LOAN000509,CUST00509,60,Self-employed,551757,Ibadan,591,Emergency,380185,6.74,18,22544.97,210840.94,169344.06,Delinquent,53,4%,69%,1,3,5,1,2,12,High Risk
LOAN000510,CUST00510,36,Salaried,1279099,Kano,700,Education,82225,19.74,6,16409.37,53766.58,28458.42,Defaulted,160,1%,6%,1,1,11,1,1,15,High Risk
LOAN000511,CUST00511,54,Unemployed,778708,Lagos,581,Education,629878,9.53,12,57492.11,571205.27,58672.73,Active,30,7%,81%,1,3,1,1,3,9,Medium Risk
LOAN000512,CUST00512,50,Salaried,417074,Port Harcourt,850,Education,273273,16.17,36,8818.37,202958.11,70314.89,Active,0,2%,66%,1,1,1,1,1,5,Low Risk
LOAN000513,CUST00513,39,Unemployed,978553,Ibadan,702,Emergency,1231050,14.67,12,117637.09,1477260,0,Closed,0,12%,126%,1,1,1,2,3,0,Loan Closed
LOAN000514,CUST00514,61,Self-employed,1280664,Abuja,664,Education,1060764,7.33,6,189753,807666.82,253097.18,Active,10,15%,83%,1,2,1,1,2,7,Low Risk
LOAN000515,CUST00515,43,Unemployed,914919,Port Harcourt,527,Personal,1133187,15.71,18,72845.04,1058459.43,74727.57,Active,0,8%,124%,1,3,1,2,3,10,Medium Risk
LOAN000516,CUST00516,29,Unemployed,1212978,Abuja,449,Emergency,1049409,11.28,12,97315.19,706028.77,343380.23,Delinquent,48,8%,87%,1,3,5,1,3,13,High Risk
LOAN000517,CUST00517,57,Salaried,468731,Port Harcourt,727,Business,557629,22.45,12,56901.39,485007.27,72621.73,Active,10,12%,119%,1,1,1,2,1,6,Low Risk
LOAN000518,CUST00518,48,Salaried,273743,Port Harcourt,838,Education,214600,18.52,24,10597.66,129842.46,84757.54,Active,0,4%,78%,1,1,1,1,1,5,Low Risk
LOAN000519,CUST00519,43,Self-employed,1082512,Abuja,474,Business,1897564,22.94,18,129603.62,725382.36,1172181.64,Active,20,12%,175%,1,3,1,2,2,9,Medium Risk
LOAN000520,CUST00520,43,Salaried,163556,Abuja,775,Emergency,937464,14.57,36,29834.79,766222.65,171241.35,Active,20,18%,573%,1,1,1,3,1,7,Low Risk
LOAN000521,CUST00521,18,Self-employed,302430,Abuja,594,Emergency,1014837,11.31,6,188269.18,1217804.4,0,Closed,0,62%,336%,3,3,1,3,2,0,Loan Closed
LOAN000522,CUST00522,29,Salaried,1268462,Kano,645,Education,808335,17.26,18,52658.53,867831.89,0,Closed,0,4%,64%,1,2,1,1,1,0,Loan Closed
LOAN000523,CUST00523,44,Salaried,547316,Port Harcourt,756,Education,1335730,11.86,12,124512.3,932622.46,403107.54,Active,10,23%,244%,1,1,1,3,1,7,Low Risk
LOAN000524,CUST00524,64,Salaried,890103,Port Harcourt,460,Business,427255,16.43,36,13818.14,404053.71,23201.29,Active,0,2%,48%,1,3,1,1,1,7,Low Risk
LOAN000525,CUST00525,48,Salaried,1214632,Lagos,815,Business,848770,8.92,12,77040.02,1012550.45,0,Closed,0,6%,70%,1,1,1,1,1,0,Loan Closed
LOAN000526,CUST00526,49,Salaried,933992,Port Harcourt,697,Education,1923323,21.99,36,65173.94,1081544.51,841778.49,Active,20,7%,206%,1,2,1,3,1,8,Medium Risk
LOAN000527,CUST00527,48,Self-employed,1228889,Lagos,681,Emergency,150053,12.97,12,14126.24,134778.96,15274.04,Active,20,1%,12%,1,2,1,1,2,7,Low Risk
LOAN000528,CUST00528,25,Salaried,751825,Port Harcourt,569,Business,805617,16.21,18,52011.53,471212.19,334404.81,Active,30,7%,107%,1,3,1,2,1,8,Medium Risk
LOAN000529,CUST00529,65,Salaried,1259750,Ibadan,790,Personal,1411326,15.77,18,90771.78,1047674.96,363651.04,Active,30,7%,112%,1,1,1,2,1,6,Low Risk
LOAN000530,CUST00530,39,Self-employed,849163,Ibadan,605,Emergency,1022558,17.63,12,100236.25,933677.31,88880.69,Delinquent,71,12%,120%,1,2,5,2,2,12,High Risk
LOAN000531,CUST00531,56,Salaried,199619,Ibadan,308,Education,770634,9.56,18,46905.92,756384.68,14249.32,Active,20,23%,386%,1,3,1,3,1,9,Medium Risk
LOAN000532,CUST00532,46,Self-employed,983019,Ibadan,441,Business,811611,19.96,36,27044.68,888413.51,0,Closed,0,3%,83%,1,3,1,1,2,0,Loan Closed
LOAN000533,CUST00533,65,Self-employed,435637,Lagos,515,Business,312227,19.56,18,20738.81,200221.1,112005.9,Defaulted,179,5%,72%,1,3,11,1,2,18,High Risk
LOAN000534,CUST00534,43,Salaried,400036,Kano,789,Personal,250390,6.28,24,11088.1,90539.91,159850.09,Active,0,3%,63%,1,1,1,1,1,5,Low Risk
LOAN000535,CUST00535,65,Salaried,267953,Port Harcourt,691,Emergency,375633,6.69,24,16698.45,229019.55,146613.45,Active,10,6%,140%,1,2,1,2,1,7,Low Risk
LOAN000536,CUST00536,38,Salaried,1363825,Ibadan,707,Emergency,1154658,21.77,6,234337.84,849740.33,304917.67,Active,20,17%,85%,1,1,1,1,1,5,Low Risk
LOAN000537,CUST00537,58,Unemployed,1183687,Kano,496,Emergency,1200382,13.9,36,37978.75,927951.18,272430.82,Active,30,3%,101%,1,3,1,2,3,10,Medium Risk
LOAN000538,CUST00538,48,Self-employed,1147774,Kano,590,Business,1169426,11.19,18,72238.04,1226587.6,0,Closed,0,6%,102%,1,3,1,2,2,0,Loan Closed
LOAN000539,CUST00539,51,Salaried,237808,Abuja,598,Education,817103,13.24,12,77107.29,231260.93,585842.07,Active,0,32%,344%,2,3,1,3,1,10,Medium Risk
LOAN000540,CUST00540,48,Salaried,651384,Port Harcourt,752,Personal,67442,18.76,24,3337.25,80930.4,0,Closed,0,1%,10%,1,1,1,1,1,0,Loan Closed
LOAN000541,CUST00541,44,Self-employed,952688,Kano,608,Emergency,1302007,9.62,6,237876.68,840320.99,461686.01,Active,10,25%,137%,1,2,1,2,2,8,Medium Risk
LOAN000542,CUST00542,34,Salaried,877855,Lagos,850,Emergency,1549333,19.74,24,77298.81,1012503.81,536829.19,Delinquent,45,9%,176%,1,1,5,2,1,10,Medium Risk
LOAN000543,CUST00543,35,Salaried,1361397,Port Harcourt,701,Education,1653353,21,36,55571.03,1429456.99,223896.01,Delinquent,74,4%,121%,1,1,5,2,1,10,Medium Risk
LOAN000544,CUST00544,25,Salaried,915922,Ibadan,678,Emergency,193579,8.65,18,11684.64,205016.62,0,Closed,0,1%,21%,1,2,1,1,1,0,Loan Closed
LOAN000545,CUST00545,29,Self-employed,620706,Lagos,626,Education,1081790,8.76,6,196092.47,727273.74,354516.26,Active,0,32%,174%,2,2,1,2,2,9,Medium Risk
LOAN000546,CUST00546,49,Salaried,614543,Abuja,645,Education,969426,19.54,12,96570.99,706245.86,263180.14,Active,0,16%,158%,1,2,1,2,1,7,Low Risk
LOAN000547,CUST00547,39,Salaried,931313,Lagos,656,Business,1726594,14.97,18,110281.4,1671841.74,54752.26,Active,0,12%,185%,1,2,1,2,1,7,Low Risk
LOAN000548,CUST00548,42,Salaried,167520,Lagos,640,Personal,872968,6.43,24,38712.49,846597.4,26370.6,Active,20,23%,521%,1,2,1,3,1,8,Medium Risk
LOAN000549,CUST00549,51,Salaried,572111,Abuja,410,Emergency,978956,9.94,6,179377.37,757311.12,221644.88,Active,0,31%,171%,2,3,1,2,1,9,Medium Risk
LOAN000550,CUST00550,58,Self-employed,866049,Lagos,691,Personal,704540,23.72,12,72638.07,722081.85,0,Closed,0,8%,81%,1,2,1,1,2,0,Loan Closed
LOAN000551,CUST00551,60,Salaried,581235,Abuja,302,Personal,676656,8.97,6,122892.01,710084.86,0,Closed,0,21%,116%,1,3,1,2,1,0,Loan Closed
LOAN000552,CUST00552,55,Self-employed,544856,Lagos,633,Emergency,730554,5.3,18,42737.41,876664.8,0,Closed,0,8%,134%,1,2,1,2,2,0,Loan Closed
LOAN000553,CUST00553,62,Salaried,559795,Kano,525,Business,138066,16.62,24,6708.86,149450.21,0,Closed,0,1%,25%,1,3,1,1,1,0,Loan Closed
LOAN000554,CUST00554,58,Self-employed,828879,Lagos,523,Personal,571608,8.15,6,103032.34,533785.94,37822.06,Active,20,12%,69%,1,3,1,1,2,8,Medium Risk
LOAN000555,CUST00555,38,Self-employed,795574,Kano,850,Education,1520791,15.73,6,293335.24,856006.58,664784.42,Active,10,37%,191%,2,1,1,2,2,8,Medium Risk
LOAN000556,CUST00556,20,Self-employed,970060,Ibadan,676,Emergency,94780,18.78,18,6254.43,65663.14,29116.86,Delinquent,47,1%,10%,1,2,5,1,2,11,Medium Risk
LOAN000557,CUST00557,29,Salaried,1222359,Kano,709,Education,1511794,14.8,36,48209.43,1528454.45,0,Closed,0,4%,124%,1,1,1,2,1,0,Loan Closed
LOAN000558,CUST00558,28,Self-employed,728807,Lagos,693,Business,627397,22.35,36,21322.78,498859.46,128537.54,Defaulted,160,3%,86%,1,2,11,1,2,17,High Risk
LOAN000559,CUST00559,18,Salaried,992426,Kano,643,Emergency,602283,15.83,24,29067.68,722739.6,0,Closed,0,3%,61%,1,2,1,1,1,0,Loan Closed
LOAN000560,CUST00560,60,Self-employed,439093,Kano,776,Emergency,1349677,22.14,36,45791.54,1093683.38,255993.62,Active,0,10%,307%,1,1,1,3,2,8,Medium Risk
LOAN000561,CUST00561,57,Salaried,448185,Port Harcourt,792,Education,1093436,20.31,12,109626.07,1182723.56,0,Closed,0,24%,244%,1,1,1,3,1,0,Loan Closed
LOAN000562,CUST00562,29,Self-employed,909422,Lagos,512,Business,281660,6.93,6,50196.51,265216.43,16443.57,Active,10,6%,31%,1,3,1,1,2,8,Medium Risk
LOAN000563,CUST00563,60,Salaried,274510,Ibadan,512,Education,257101,5.64,24,11316.73,308521.2,0,Closed,0,4%,94%,1,3,1,1,1,0,Loan Closed
LOAN000564,CUST00564,59,Salaried,152940,Ibadan,559,Personal,1320776,19.36,6,262746.37,1110496.1,210279.9,Defaulted,116,172%,864%,3,3,11,3,1,21,High Risk
LOAN000565,CUST00565,63,Self-employed,1031591,Lagos,689,Education,177297,12.22,24,8290.11,129561.29,47735.71,Delinquent,81,1%,17%,1,2,5,1,2,11,Medium Risk
LOAN000566,CUST00566,24,Salaried,1159437,Lagos,700,Business,197614,21.69,6,40079.41,167261.91,30352.09,Defaulted,156,3%,17%,1,1,11,1,1,15,High Risk
LOAN000567,CUST00567,54,Salaried,1164974,Abuja,704,Emergency,455000,15.52,12,43801.33,546000,0,Closed,0,4%,39%,1,1,1,1,1,0,Loan Closed
LOAN000568,CUST00568,24,Self-employed,271279,Abuja,765,Business,1259141,12.16,24,58843.86,852127.46,407013.54,Delinquent,58,22%,464%,1,1,5,3,2,12,High Risk
LOAN000569,CUST00569,56,Salaried,1203361,Ibadan,502,Education,757815,18.15,36,24871.07,838780.82,0,Closed,0,2%,63%,1,3,1,1,1,0,Loan Closed
LOAN000570,CUST00570,64,Salaried,710927,Port Harcourt,734,Business,730849,21.9,24,37121.04,679119.52,51729.48,Delinquent,58,5%,103%,1,1,5,2,1,10,Medium Risk
LOAN000571,CUST00571,46,Salaried,1231000,Ibadan,815,Personal,836564,20.31,18,55915.01,552743.73,283820.27,Active,30,5%,68%,1,1,1,1,1,5,Low Risk
LOAN000572,CUST00572,18,Unemployed,122693,Port Harcourt,665,Business,1299405,5.33,12,114055.27,916058.86,383346.14,Defaulted,128,93%,1059%,3,2,11,3,3,22,High Risk
LOAN000573,CUST00573,53,Self-employed,500516,Kano,651,Business,95511,20.43,18,6390.22,66674.17,28836.83,Defaulted,155,1%,19%,1,2,11,1,2,17,High Risk
LOAN000574,CUST00574,32,Salaried,247734,Port Harcourt,477,Education,795864,8.12,18,47804.9,335152.24,460711.76,Active,10,19%,321%,1,3,1,3,1,9,Medium Risk
LOAN000575,CUST00575,64,Salaried,242739,Port Harcourt,548,Emergency,1243415,23.36,6,255646.12,1492098,0,Closed,0,105%,512%,3,3,1,3,1,0,Loan Closed
LOAN000576,CUST00576,56,Salaried,412602,Port Harcourt,391,Personal,1935390,18.79,36,63862.49,875923.25,1059466.75,Delinquent,37,15%,469%,1,3,5,3,1,13,High Risk
LOAN000577,CUST00577,44,Salaried,1258554,Lagos,491,Business,1686034,6.12,18,99401.07,941332.13,744701.87,Active,30,8%,134%,1,3,1,2,1,8,Medium Risk
LOAN000578,CUST00578,21,Self-employed,1418977,Port Harcourt,771,Personal,1997526,5.23,24,87583.19,2397031.2,0,Closed,0,6%,141%,1,1,1,2,2,0,Loan Closed
LOAN000579,CUST00579,46,Salaried,719655,Kano,850,Personal,363692,11.54,12,33805.17,197686.57,166005.43,Active,30,5%,51%,1,1,1,1,1,5,Low Risk
LOAN000580,CUST00580,39,Salaried,515747,Lagos,611,Emergency,1699133,12.89,12,159845.94,1774794.79,0,Closed,0,31%,329%,2,2,1,3,1,0,Loan Closed
LOAN000581,CUST00581,62,Self-employed,1248397,Abuja,850,Business,1199558,12.98,6,225876.77,213.86,1199344.14,Active,30,18%,96%,1,1,1,1,2,6,Low Risk
LOAN000582,CUST00582,33,Salaried,1058567,Lagos,452,Education,1073118,12.91,36,33657.15,357485.93,715632.07,Active,10,3%,101%,1,3,1,2,1,8,Medium Risk
LOAN000583,CUST00583,60,Salaried,951913,Ibadan,850,Emergency,1988058,16.52,6,386080.86,2100922.3,0,Closed,0,41%,209%,3,1,1,3,1,0,Loan Closed
LOAN000584,CUST00584,37,Salaried,816021,Abuja,717,Education,722637,11.89,6,134759.76,842075.78,0,Closed,0,17%,89%,1,1,1,1,1,0,Loan Closed
LOAN000585,CUST00585,30,Self-employed,1342309,Port Harcourt,752,Business,1733585,13.84,12,164459.43,1609505.91,124079.09,Active,10,12%,129%,1,1,1,2,2,7,Low Risk
LOAN000586,CUST00586,18,Salaried,229965,Port Harcourt,683,Personal,164374,9.86,36,5016.15,160704.94,3669.06,Defaulted,126,2%,71%,1,2,11,1,1,16,High Risk
LOAN000587,CUST00587,53,Salaried,689878,Ibadan,642,Business,97706,11.64,36,3029.97,76333.82,21372.18,Active,20,0%,14%,1,2,1,1,1,6,Low Risk
LOAN000588,CUST00588,21,Salaried,1451444,Port Harcourt,616,Business,1272649,23.12,36,43524.6,666627.07,606021.93,Active,10,3%,88%,1,2,1,1,1,6,Low Risk
LOAN000589,CUST00589,60,Salaried,1345966,Port Harcourt,638,Personal,1025093,18.1,6,201772.47,248188.3,776904.7,Active,20,15%,76%,1,2,1,1,1,6,Low Risk
LOAN000590,CUST00590,63,Salaried,90010,Lagos,517,Education,1902628,17.99,12,187075.9,862694.66,1039933.34,Defaulted,155,208%,2114%,3,3,11,3,1,21,High Risk
LOAN000591,CUST00591,53,Self-employed,1066410,Lagos,817,Personal,1164763,6.76,12,103625.08,936432.47,228330.53,Active,30,10%,109%,1,1,1,2,2,7,Low Risk
LOAN000592,CUST00592,65,Unemployed,568818,Abuja,461,Personal,689479,11.67,24,32080.88,707057.25,0,Closed,0,6%,121%,1,3,1,2,3,0,Loan Closed
LOAN000593,CUST00593,35,Self-employed,777250,Lagos,762,Education,795281,17.5,12,77871.26,360351.01,434929.99,Defaulted,154,10%,102%,1,1,11,2,2,17,High Risk
LOAN000594,CUST00594,27,Self-employed,861955,Port Harcourt,623,Emergency,1758882,24.81,36,60979.46,800737.68,958144.32,Defaulted,118,7%,204%,1,2,11,3,2,19,High Risk
LOAN000595,CUST00595,32,Salaried,1427685,Ibadan,533,Business,1580689,12.64,36,49458,1446355.14,134333.86,Delinquent,74,3%,111%,1,3,5,2,1,12,High Risk
LOAN000596,CUST00596,31,Salaried,1251455,Abuja,489,Business,705114,23.19,18,48257.22,551126.02,153987.98,Active,10,4%,56%,1,3,1,1,1,7,Low Risk
LOAN000597,CUST00597,59,Salaried,339636,Kano,688,Business,1528778,22.97,12,156661.53,870776.21,658001.79,Active,10,46%,450%,3,2,1,3,1,10,Medium Risk
LOAN000598,CUST00598,64,Salaried,715837,Lagos,702,Education,1167701,23.97,6,241266.49,317733.64,849967.36,Active,10,34%,163%,2,1,1,2,1,7,Low Risk
LOAN000599,CUST00599,24,Unemployed,918305,Abuja,716,Business,686167,13.86,18,43403.87,510582.81,175584.19,Active,10,5%,75%,1,1,1,1,3,7,Low Risk
LOAN000600,CUST00600,56,Self-employed,104941,Abuja,813,Business,1333418,17.34,36,43462.02,1089634.84,243783.16,Active,10,41%,1271%,3,1,1,3,2,10,Medium Risk
LOAN000601,CUST00601,63,Salaried,1491535,Port Harcourt,598,Business,216672,18.76,24,10721.65,170643.79,46028.21,Active,30,1%,15%,1,3,1,1,1,7,Low Risk
LOAN000602,CUST00602,35,Salaried,862563,Ibadan,715,Business,338385,8.28,12,30533.61,266203.84,72181.16,Active,0,4%,39%,1,1,1,1,1,5,Low Risk
LOAN000603,CUST00603,57,Unemployed,1457900,Ibadan,654,Education,1639172,9.09,12,149014.39,1253406.02,385765.98,Defaulted,146,10%,112%,1,2,11,2,3,19,High Risk
LOAN000604,CUST00604,64,Self-employed,1009541,Port Harcourt,570,Emergency,946649,13.1,6,178443.34,510624.83,436024.17,Active,30,18%,94%,1,3,1,1,2,8,Medium Risk
LOAN000605,CUST00605,51,Unemployed,1332418,Lagos,850,Emergency,1249433,16.88,36,40564.92,411336.36,838096.64,Active,0,3%,94%,1,1,1,1,3,7,Low Risk
LOAN000606,CUST00606,65,Self-employed,1008189,Lagos,566,Emergency,138952,22.56,12,14191.63,52362.81,86589.19,Active,30,1%,14%,1,3,1,1,2,8,Medium Risk
LOAN000607,CUST00607,36,Self-employed,1132396,Ibadan,757,Business,153380,8.8,24,6953.23,81978.21,71401.79,Active,20,1%,14%,1,1,1,1,2,6,Low Risk
LOAN000608,CUST00608,59,Salaried,935967,Ibadan,799,Personal,1977351,6.09,36,58271.44,1308047.54,669303.46,Defaulted,149,6%,211%,1,1,11,3,1,17,High Risk
LOAN000609,CUST00609,38,Salaried,1099955,Ibadan,683,Personal,1683117,16.71,36,54565.72,922268.69,760848.31,Active,30,5%,153%,1,2,1,2,1,7,Low Risk
LOAN000610,CUST00610,34,Salaried,425135,Port Harcourt,850,Business,1930343,19.25,12,191827.84,964005.35,966337.65,Delinquent,36,45%,454%,3,1,5,3,1,13,High Risk
LOAN000611,CUST00611,64,Salaried,309091,Kano,687,Business,1531064,13.99,18,96958.88,602811.24,928252.76,Active,30,31%,495%,2,2,1,3,1,9,Medium Risk
LOAN000612,CUST00612,28,Salaried,844146,Abuja,699,Business,142077,20.37,18,9501,133571.29,8505.71,Active,10,1%,17%,1,2,1,1,1,6,Low Risk
LOAN000613,CUST00613,25,Salaried,157605,Abuja,634,Business,699106,19.6,24,34838.78,485468.79,213637.21,Active,10,22%,444%,1,2,1,3,1,8,Medium Risk
LOAN000614,CUST00614,18,Self-employed,57409,Kano,632,Emergency,580812,5.24,24,25468.61,443242.87,137569.13,Delinquent,65,44%,1012%,3,2,5,3,2,15,High Risk
LOAN000615,CUST00615,46,Salaried,548867,Lagos,850,Personal,1433010,14.51,24,68372.49,1489132.02,0,Closed,0,12%,261%,1,1,1,3,1,0,Loan Closed
LOAN000616,CUST00616,21,Self-employed,563200,Abuja,485,Business,633245,17.4,36,20650.82,369025.08,264219.92,Delinquent,44,4%,112%,1,3,5,2,2,13,High Risk
LOAN000617,CUST00617,39,Self-employed,165477,Lagos,850,Personal,127009,7.91,6,22842.57,91892.97,35116.03,Active,20,14%,77%,1,1,1,1,2,6,Low Risk
LOAN000618,CUST00618,47,Salaried,278353,Kano,846,Education,423813,8.23,18,25482.93,215677.43,208135.57,Active,10,9%,152%,1,1,1,2,1,6,Low Risk
LOAN000619,CUST00619,22,Salaried,125162,Ibadan,583,Personal,677666,11.46,24,31471.94,813199.2,0,Closed,0,25%,541%,1,3,1,3,1,0,Loan Closed
LOAN000620,CUST00620,51,Salaried,664114,Abuja,845,Business,305901,18.89,18,20204.76,281641.5,24259.5,Active,30,3%,46%,1,1,1,1,1,5,Low Risk
LOAN000621,CUST00621,64,Salaried,1333569,Kano,625,Education,1248243,19.59,36,41465.94,794209.19,454033.81,Defaulted,151,3%,94%,1,2,11,1,1,16,High Risk
LOAN000622,CUST00622,26,Self-employed,945596,Kano,528,Emergency,713724,10.19,36,21845.9,410745.11,302978.89,Defaulted,135,2%,75%,1,3,11,1,2,18,High Risk
LOAN000623,CUST00623,63,Self-employed,1139902,Port Harcourt,503,Business,1093838,14.85,12,104689.41,607317.16,486520.84,Delinquent,45,9%,96%,1,3,5,1,2,12,High Risk
LOAN000624,CUST00624,57,Salaried,53315,Ibadan,557,Emergency,1024935,17.51,6,200733.52,779181.25,245753.75,Delinquent,44,377%,1922%,3,3,5,3,1,15,High Risk
LOAN000625,CUST00625,62,Salaried,145404,Port Harcourt,463,Education,1225276,21.12,12,123671.19,1004892.68,220383.32,Active,10,85%,843%,3,3,1,3,1,11,Medium Risk
LOAN000626,CUST00626,39,Salaried,192262,Ibadan,750,Personal,1112605,16,6,215103.63,944895.45,167709.55,Active,20,112%,579%,3,1,1,3,1,9,Medium Risk
LOAN000627,CUST00627,59,Salaried,418320,Abuja,694,Emergency,1798658,11.76,24,83757.51,273178.93,1525479.07,Defaulted,94,20%,430%,1,2,11,3,1,18,High Risk
